Department,JobRole,Age Band,Age,Business Unit,Attrition,BusinessTravel,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobSatisfaction,Job Type,MaritalStatus,MonthlyIncome  ,NumCompaniesWorked,OverTime,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Sick Days,Balance Days
Research & Development,Manufacturing Director,25 - 34,35,Pune,No,Non-Travel,Medical,2,Male,2,Medium,Full Time,Divorced,5762,2,No,Outstanding,Better,7,7,1,8,10
Human Resources,Human Resources,35 - 44,38,Pune,No,Non-Travel,Human Resources,1,Male,1,Very High,Part Time,Divorced,2592,5,No,Excellent,Best,11,10,3,1,8
Research & Development,Laboratory Technician,25 - 34,34,Hyderabad,Yes,Travel_Frequently,Life Sciences,4,Male,2,Low,Full Time,Married,5346,4,No,Excellent,Better,7,1,0,5,13
Research & Development,Manufacturing Director,35 - 44,37,Hyderabad,Yes,Travel_Rarely,Medical,4,Male,2,Low,Part Time,Single,4213,1,No,Low,Good,10,3,0,12,10
Sales,Sales Executive,45 - 54,39,Mumbai,No,Travel_Frequently,Life Sciences,3,Male,2,Medium,Part Time,Divorced,4127,2,No,Good,Bad,2,1,2,10,7
Research & Development,Research Scientist,Over 55,43,Mumbai,No,Non-Travel,Life Sciences,1,Male,1,Medium,Full Time,Single,2438,4,No,Excellent,Bad,3,2,1,2,8
Research & Development,Healthcare Representative,Under 25,41,Pune,No,Travel_Rarely,Life Sciences,2,Male,2,High,Full Time,Single,6870,3,No,Good,Bad,3,2,1,11,10
Sales,Sales Executive,35 - 44,41,Hyderabad,No,Travel_Rarely,Marketing,3,Female,3,Medium,Full Time,Divorced,10447,0,Yes,Good,Best,22,14,13,3,8
Research & Development,Manufacturing Director,35 - 44,30,Hyderabad,No,Travel_Rarely,Medical,1,Female,3,Medium,Full Time,Single,9667,9,No,Excellent,Better,7,7,0,4,10
Human Resources,Human Resources,25 - 34,26,Pune,Yes,Travel_Rarely,Medical,4,Female,1,Low,Full Time,Married,2148,0,Yes,Excellent,Bad,5,1,1,10,17
Research & Development,Healthcare Representative,35 - 44,46,Pune,Yes,Travel_Rarely,Medical,4,Female,2,Medium,Full Time,Married,8926,4,No,Outstanding,Best,9,7,3,4,14
Research & Development,Healthcare Representative,25 - 34,40,Pune,No,Travel_Rarely,Life Sciences,3,Female,2,Very High,Part Time,Divorced,6513,4,No,Low,Best,5,3,0,10,9
Sales,Sales Executive,35 - 44,34,Hyderabad,No,Travel_Rarely,Technical Degree,2,Male,2,Low,Full Time,Married,6799,1,No,Excellent,Good,10,8,4,5,14
Sales,Manager,35 - 44,58,Hyderabad,No,Non-Travel,Medical,2,Male,4,Low,Full Time,Divorced,16291,4,No,Excellent,Better,16,9,14,3,8
Research & Development,Laboratory Technician,Over 55,35,Hyderabad,No,Travel_Rarely,Medical,2,Male,1,Medium,Full Time,Married,2705,0,No,Good,Best,5,4,0,12,14
Research & Development,Manufacturing Director,25 - 34,47,Hyderabad,No,Travel_Rarely,Life Sciences,3,Female,3,High,Part Time,Divorced,10333,8,Yes,Good,Good,22,11,14,9,5
Research & Development,Healthcare Representative,35 - 44,40,Hyderabad,No,Travel_Rarely,Life Sciences,2,Female,2,Medium,Full Time,Divorced,4448,2,No,Outstanding,Bad,7,4,7,6,18
Research & Development,Research Scientist,45 - 54,54,Mumbai,No,Travel_Rarely,Medical,4,Female,2,Low,Full Time,Married,6854,4,No,Excellent,Bad,7,1,1,9,10
Sales,Sales Executive,35 - 44,31,Pune,No,Travel_Frequently,Marketing,1,Female,3,High,Part Time,Married,9637,2,No,Excellent,Good,3,2,2,4,18
Research & Development,Research Scientist,35 - 44,28,Mumbai,No,Travel_Rarely,Medical,3,Female,1,Very High,Part Time,Married,3591,1,No,Outstanding,Bad,3,2,1,3,13
Sales,Sales Representative,35 - 44,38,Mumbai,No,Travel_Rarely,Marketing,2,Female,2,Very High,Full Time,Married,5405,2,Yes,Good,Good,4,2,0,3,17
Sales,Sales Executive,35 - 44,26,Mumbai,No,Travel_Rarely,Medical,3,Male,2,Very High,Full Time,Single,4684,1,No,Low,Better,5,3,1,6,18
Research & Development,Research Director,45 - 54,58,Hyderabad,No,Travel_Frequently,Life Sciences,1,Male,4,Medium,Full Time,Married,15787,2,Yes,Good,Better,2,2,2,9,12
Research & Development,Research Scientist,25 - 34,18,Hyderabad,No,Non-Travel,Medical,2,Female,1,Low,Full Time,Single,1514,1,No,Excellent,Better,0,0,0,4,12
Human Resources,Human Resources,25 - 34,31,Mumbai,Yes,Travel_Rarely,Human Resources,4,Male,1,Very High,Part Time,Married,2956,0,No,Excellent,Best,1,0,0,11,17
Human Resources,Human Resources,Over 55,29,Mumbai,Yes,Travel_Rarely,Human Resources,1,Male,1,Low,Part Time,Divorced,2335,4,Yes,Low,Better,2,2,2,3,13
Sales,Sales Executive,45 - 54,45,Hyderabad,No,Non-Travel,Life Sciences,3,Female,2,Very High,Part Time,Married,5154,4,No,Outstanding,Best,8,7,5,6,17
Research & Development,Research Scientist,45 - 54,36,Hyderabad,No,Travel_Rarely,Other,4,Female,2,Very High,Full Time,Married,6962,4,Yes,Excellent,Bad,1,0,0,4,19
Sales,Sales Executive,35 - 44,43,Pune,No,Travel_Frequently,Life Sciences,1,Male,2,Medium,Full Time,Married,5675,1,No,Outstanding,Bad,7,7,7,4,20
Research & Development,Laboratory Technician,25 - 34,27,Banglore,No,Travel_Frequently,Life Sciences,4,Female,1,High,Full Time,Single,2379,0,Yes,Excellent,Better,5,4,0,8,15
Research & Development,Laboratory Technician,35 - 44,29,Hyderabad,No,Travel_Frequently,Medical,4,Male,1,Low,Full Time,Married,3812,1,No,Low,Better,11,8,3,1,13
Sales,Sales Executive,Over 55,32,Hyderabad,No,Travel_Frequently,Marketing,4,Male,2,High,Full Time,Single,4648,8,No,Good,Good,0,0,0,4,18
Research & Development,Research Scientist,35 - 44,42,Banglore,No,Non-Travel,Technical Degree,3,Male,1,Very High,Part Time,Married,2936,3,No,Excellent,Better,6,3,3,10,17
Research & Development,Laboratory Technician,25 - 34,47,Hyderabad,No,Travel_Rarely,Life Sciences,2,Female,1,Medium,Part Time,Single,2105,4,No,Outstanding,Bad,2,2,2,12,14
Research & Development,Manufacturing Director,25 - 34,46,Hyderabad,No,Travel_Rarely,Life Sciences,4,Male,3,High,Part Time,Divorced,8578,3,No,Good,Better,9,8,4,1,13
Human Resources,Human Resources,35 - 44,28,Pune,No,Non-Travel,Life Sciences,3,Male,1,Medium,Part Time,Divorced,2706,1,No,Low,Best,3,2,2,1,9
Research & Development,Healthcare Representative,35 - 44,29,Hyderabad,No,Travel_Rarely,Life Sciences,4,Male,2,Very High,Part Time,Divorced,6384,8,No,Outstanding,Better,7,0,1,4,18
Research & Development,Laboratory Technician,45 - 54,42,Mumbai,No,Travel_Rarely,Life Sciences,4,Male,1,Low,Part Time,Single,3968,4,No,Outstanding,Bad,0,0,0,3,18
Sales,Sales Executive,25 - 34,32,Pune,Yes,Travel_Rarely,Marketing,3,Male,2,High,Part Time,Single,9907,7,Yes,Good,Better,2,2,2,12,5
Sales,Sales Executive,25 - 34,46,Pune,No,Travel_Rarely,Technical Degree,1,Female,4,Medium,Part Time,Divorced,13225,2,No,Good,Good,19,17,2,9,7
Sales,Sales Representative,35 - 44,27,Mumbai,No,Travel_Rarely,Medical,2,Female,2,High,Part Time,Married,3540,1,No,Excellent,Bad,9,8,5,10,15
Human Resources,Human Resources,25 - 34,29,Mumbai,No,Travel_Rarely,Medical,4,Male,1,Low,Part Time,Married,2804,1,No,Good,Bad,1,0,0,2,13
Research & Development,Manager,25 - 34,43,Mumbai,No,Travel_Rarely,Medical,1,Female,5,Medium,Full Time,Married,19392,7,No,Low,Bad,16,12,6,4,17
Research & Development,Research Director,45 - 54,48,Mumbai,No,Travel_Rarely,Life Sciences,4,Male,5,Medium,Full Time,Married,19665,4,No,Outstanding,Bad,22,10,12,1,13
Research & Development,Research Scientist,35 - 44,29,Hyderabad,Yes,Travel_Frequently,Life Sciences,4,Male,1,High,Part Time,Single,2439,1,Yes,Excellent,Good,1,0,1,5,6
Sales,Sales Executive,25 - 34,46,Mumbai,Yes,Travel_Rarely,Life Sciences,3,Female,3,Low,Full Time,Married,7314,5,No,Low,Better,8,7,0,3,12
Research & Development,Research Scientist,45 - 54,27,Mumbai,No,Travel_Frequently,Life Sciences,4,Female,1,High,Part Time,Married,4774,0,No,Outstanding,Bad,7,6,7,4,10
Research & Development,Research Scientist,35 - 44,39,Mumbai,No,Travel_Rarely,Other,4,Male,2,High,Full Time,Divorced,3902,8,No,Outstanding,Good,2,2,2,11,13
Research & Development,Research Scientist,25 - 34,55,Banglore,No,Travel_Rarely,Technical Degree,2,Male,1,Medium,Part Time,Married,2662,8,No,Outstanding,Bad,5,2,0,5,8
Sales,Sales Representative,Under 25,28,Pune,No,Travel_Rarely,Medical,2,Female,1,High,Part Time,Married,2856,1,No,Excellent,Better,1,0,0,6,19
Sales,Sales Representative,35 - 44,30,Hyderabad,Yes,Travel_Rarely,Medical,2,Male,1,Very High,Full Time,Single,1081,1,No,Low,Better,1,0,0,9,9
Research & Development,Research Scientist,25 - 34,22,Banglore,Yes,Travel_Rarely,Life Sciences,4,Male,1,Medium,Part Time,Single,2472,1,Yes,Outstanding,Better,1,0,0,12,10
Sales,Sales Executive,45 - 54,36,Mumbai,No,Travel_Rarely,Technical Degree,2,Female,2,High,Full Time,Married,5673,1,Yes,Outstanding,Good,10,9,1,3,16
Research & Development,Laboratory Technician,45 - 54,31,Banglore,No,Travel_Rarely,Life Sciences,2,Male,2,Very High,Full Time,Divorced,4197,1,No,Low,Good,10,8,0,3,14
Sales,Sales Executive,35 - 44,34,Mumbai,No,Travel_Rarely,Life Sciences,3,Male,3,Medium,Full Time,Married,9713,2,Yes,Excellent,Bad,5,3,1,4,10
Research & Development,Laboratory Technician,25 - 34,29,Pune,No,Travel_Rarely,Life Sciences,4,Male,1,Medium,Full Time,Single,2062,3,No,Good,Bad,3,2,1,12,9
Research & Development,Research Scientist,45 - 54,37,Hyderabad,No,Travel_Rarely,Medical,4,Male,2,Medium,Part Time,Married,4284,5,Yes,Excellent,Good,5,3,0,8,14
Research & Development,Manufacturing Director,25 - 34,35,Hyderabad,No,Travel_Rarely,Other,4,Female,2,High,Part Time,Married,4788,0,Yes,Outstanding,Good,3,2,0,1,8
Research & Development,Manufacturing Director,25 - 34,45,Hyderabad,No,Travel_Rarely,Life Sciences,2,Female,2,Low,Full Time,Married,5906,0,No,Low,Best,9,8,3,5,6
Human Resources,Human Resources,35 - 44,36,Mumbai,No,Travel_Frequently,Human Resources,2,Male,2,Low,Part Time,Single,3886,1,No,Excellent,Good,10,1,0,2,5
Research & Development,Manager,Over 55,40,Pune,No,Travel_Rarely,Life Sciences,1,Male,4,Low,Full Time,Divorced,16823,2,No,Good,Bad,19,7,11,2,5
Research & Development,Research Scientist,45 - 54,26,Banglore,No,Travel_Rarely,Life Sciences,2,Female,1,Very High,Part Time,Married,2933,1,Yes,Outstanding,Bad,1,0,1,10,7
Sales,Sales Executive,45 - 54,27,Mumbai,No,Travel_Rarely,Medical,1,Female,2,Low,Full Time,Single,6500,0,No,Low,Good,8,7,0,5,12
Research & Development,Manager,25 - 34,48,Mumbai,No,Travel_Frequently,Medical,4,Female,4,High,Full Time,Divorced,17174,3,No,Good,Best,22,17,4,1,20
Research & Development,Healthcare Representative,25 - 34,44,Hyderabad,No,Travel_Rarely,Life Sciences,2,Male,2,Medium,Part Time,Married,5033,2,No,Excellent,Best,2,0,2,2,11
Research & Development,Research Scientist,35 - 44,34,Pune,Yes,Non-Travel,Technical Degree,4,Male,1,Very High,Full Time,Married,2307,1,Yes,Outstanding,Bad,5,2,3,7,11
Research & Development,Laboratory Technician,35 - 44,56,Pune,Yes,Travel_Rarely,Life Sciences,1,Male,1,Low,Part Time,Single,2587,1,No,Good,Best,4,2,1,8,13
Sales,Sales Executive,25 - 34,36,Hyderabad,No,Travel_Rarely,Marketing,3,Male,2,High,Part Time,Married,5507,2,No,Low,Best,4,2,1,6,17
Sales,Sales Executive,Over 55,41,Hyderabad,No,Travel_Rarely,Marketing,3,Female,2,Very High,Full Time,Married,4393,5,No,Outstanding,Good,5,4,1,8,19
Research & Development,Research Director,35 - 44,42,Banglore,No,Travel_Rarely,Medical,3,Male,3,High,Full Time,Married,13348,9,No,Excellent,Better,13,7,5,5,13
Sales,Sales Executive,45 - 54,31,Pune,No,Travel_Rarely,Medical,3,Female,2,Medium,Part Time,Divorced,6583,2,Yes,Outstanding,Good,5,2,1,6,7
Sales,Sales Executive,35 - 44,34,Mumbai,No,Travel_Rarely,Medical,4,Female,2,Medium,Full Time,Married,8103,3,Yes,Excellent,Better,4,2,0,2,10
Research & Development,Laboratory Technician,25 - 34,31,Pune,No,Travel_Rarely,Medical,1,Female,1,Low,Full Time,Divorced,3978,8,No,Good,Best,2,2,2,6,10
Research & Development,Laboratory Technician,Over 55,26,Banglore,No,Travel_Frequently,Other,3,Male,1,Low,Part Time,Married,2544,0,No,Outstanding,Best,7,7,7,2,7
Research & Development,Healthcare Representative,35 - 44,45,Pune,No,Travel_Frequently,Medical,2,Male,2,Medium,Full Time,Single,5399,4,No,Excellent,Good,4,2,0,9,5
Sales,Sales Executive,35 - 44,33,Pune,No,Travel_Rarely,Marketing,2,Male,2,High,Part Time,Single,5487,1,No,Outstanding,Good,10,4,0,6,20
Sales,Sales Executive,25 - 34,28,Pune,No,Travel_Frequently,Life Sciences,3,Male,2,Low,Full Time,Married,6834,1,Yes,Good,Best,7,7,0,10,7
Sales,Sales Representative,25 - 34,29,Hyderabad,Yes,Travel_Frequently,Technical Degree,3,Male,1,High,Part Time,Single,1091,1,No,Good,Better,1,0,0,8,8
Sales,Sales Executive,45 - 54,39,Mumbai,No,Non-Travel,Life Sciences,1,Female,2,High,Full Time,Married,5736,6,No,Low,Bad,3,2,1,5,16
Research & Development,Research Scientist,35 - 44,27,Mumbai,No,Travel_Rarely,Technical Degree,2,Male,1,Medium,Full Time,Married,2226,1,No,Outstanding,Bad,5,3,1,9,5
Research & Development,Research Scientist,25 - 34,34,Mumbai,No,Travel_Frequently,Other,3,Male,2,Medium,Full Time,Married,5747,1,Yes,Low,Good,15,10,6,7,6
Sales,Sales Executive,Over 55,28,Banglore,Yes,Travel_Rarely,Marketing,4,Female,2,High,Part Time,Single,9854,3,Yes,Outstanding,Better,2,0,2,1,19
Research & Development,Research Scientist,35 - 44,47,Hyderabad,No,Non-Travel,Technical Degree,3,Male,2,Very High,Part Time,Married,5467,8,No,Low,Better,8,7,1,3,13
Sales,Sales Executive,35 - 44,56,Hyderabad,No,Travel_Rarely,Marketing,4,Female,2,Medium,Full Time,Married,5380,4,No,Excellent,Good,0,0,0,1,10
Research & Development,Manufacturing Director,35 - 44,39,Mumbai,No,Travel_Rarely,Medical,1,Male,2,Medium,Part Time,Married,5151,1,No,Good,Good,10,0,7,4,6
Research & Development,Research Scientist,35 - 44,38,Hyderabad,No,Travel_Frequently,Medical,4,Female,2,Very High,Full Time,Divorced,2133,1,Yes,Good,Best,20,11,0,4,18
Sales,Manager,35 - 44,58,Pune,No,Travel_Rarely,Life Sciences,4,Female,4,Low,Part Time,Married,17875,4,Yes,Outstanding,Bad,1,0,0,2,5
Research & Development,Research Scientist,Over 55,32,Hyderabad,Yes,Travel_Frequently,Life Sciences,1,Female,1,High,Part Time,Single,2432,3,Yes,Excellent,Better,4,1,0,11,6
Research & Development,Research Scientist,Over 55,38,Pune,No,Travel_Rarely,Life Sciences,2,Male,1,Medium,Part Time,Divorced,4771,2,No,Low,Better,5,2,0,11,10
Research & Development,Research Director,35 - 44,49,Mumbai,No,Travel_Frequently,Life Sciences,2,Male,5,High,Full Time,Married,19161,3,No,Low,Bad,5,4,4,10,20
Sales,Sales Executive,35 - 44,42,Hyderabad,No,Travel_Rarely,Marketing,2,Male,2,Very High,Part Time,Divorced,5087,3,Yes,Excellent,Better,0,0,0,10,8
Human Resources,Human Resources,45 - 54,27,Mumbai,Yes,Travel_Frequently,Human Resources,1,Female,1,Low,Part Time,Married,2863,1,No,Good,Better,1,0,0,4,15
Sales,Sales Executive,45 - 54,35,Banglore,No,Travel_Rarely,Medical,2,Male,2,High,Full Time,Married,5561,0,No,Good,Best,5,3,0,2,16
Research & Development,Research Scientist,35 - 44,28,Banglore,No,Non-Travel,Medical,3,Male,1,Medium,Part Time,Single,2144,1,No,Low,Bad,5,3,1,1,13
Research & Development,Research Scientist,25 - 34,31,Pune,No,Non-Travel,Medical,3,Male,1,High,Full Time,Divorced,3065,1,Yes,Excellent,Better,4,2,2,3,11
Research & Development,Laboratory Technician,25 - 34,36,Hyderabad,No,Non-Travel,Life Sciences,1,Male,1,High,Part Time,Married,2810,1,No,Outstanding,Better,5,4,0,4,11
Sales,Sales Executive,35 - 44,34,Banglore,No,Travel_Rarely,Marketing,1,Male,3,High,Part Time,Single,9888,1,No,Outstanding,Better,14,8,2,12,8
Sales,Sales Executive,Over 55,34,Mumbai,No,Travel_Rarely,Medical,4,Male,3,Low,Full Time,Divorced,8628,1,No,Excellent,Bad,8,7,1,11,10
Research & Development,Laboratory Technician,25 - 34,26,Hyderabad,No,Travel_Rarely,Medical,3,Male,1,High,Part Time,Single,2867,0,No,Excellent,Bad,7,7,7,8,17
Research & Development,Healthcare Representative,25 - 34,29,Hyderabad,No,Travel_Rarely,Life Sciences,1,Male,2,Very High,Part Time,Married,5373,0,No,Outstanding,Best,5,3,0,12,11
Research & Development,Healthcare Representative,45 - 54,32,Banglore,No,Non-Travel,Medical,3,Female,2,Medium,Full Time,Divorced,6667,5,No,Excellent,Better,5,1,1,4,16
Research & Development,Research Scientist,25 - 34,31,Banglore,No,Travel_Frequently,Life Sciences,4,Male,2,Medium,Full Time,Married,5003,1,No,Low,Better,10,8,8,12,14
Research & Development,Laboratory Technician,35 - 44,28,Banglore,Yes,Travel_Rarely,Technical Degree,3,Male,1,Very High,Part Time,Divorced,2367,5,No,Outstanding,Better,4,1,0,9,9
Sales,Sales Representative,Over 55,38,Banglore,No,Travel_Rarely,Life Sciences,1,Male,1,High,Full Time,Single,2858,4,No,Good,Better,1,0,0,2,17
Sales,Sales Executive,35 - 44,35,Hyderabad,No,Travel_Rarely,Life Sciences,3,Female,2,Medium,Part Time,Married,5204,1,Yes,Good,Best,10,8,0,3,14
Sales,Sales Executive,25 - 34,27,Banglore,No,Travel_Rarely,Marketing,4,Male,2,Medium,Part Time,Single,4105,1,No,Excellent,Bad,7,7,0,3,14
Research & Development,Manufacturing Director,35 - 44,32,Pune,No,Travel_Rarely,Life Sciences,4,Male,2,High,Part Time,Single,9679,8,No,Excellent,Good,1,0,0,1,20
Sales,Sales Executive,35 - 44,31,Pune,Yes,Travel_Frequently,Marketing,1,Male,2,High,Full Time,Married,5617,1,Yes,Low,Better,10,7,0,7,20
Sales,Sales Executive,25 - 34,53,Pune,Yes,Travel_Rarely,Life Sciences,1,Male,3,Low,Full Time,Single,10448,6,Yes,Good,Best,2,2,2,6,15
Research & Development,Research Scientist,35 - 44,54,Banglore,No,Travel_Rarely,Life Sciences,1,Female,2,High,Full Time,Married,2897,3,No,Outstanding,Bad,4,3,2,4,19
Research & Development,Healthcare Representative,25 - 34,33,Hyderabad,No,Travel_Frequently,Life Sciences,4,Male,2,Very High,Part Time,Divorced,5968,1,No,Good,Best,9,7,2,10,16
Research & Development,Healthcare Representative,35 - 44,43,Pune,No,Travel_Rarely,Life Sciences,1,Male,3,Low,Part Time,Married,7510,1,No,Good,Bad,10,9,0,5,5
Human Resources,Human Resources,25 - 34,38,Pune,No,Travel_Frequently,Other,4,Male,1,Very High,Part Time,Married,2991,0,Yes,Outstanding,Better,6,2,1,12,17
Human Resources,Manager,25 - 34,55,Pune,No,Travel_Rarely,Human Resources,3,Male,5,Medium,Full Time,Married,19636,4,Yes,Excellent,Good,10,9,1,10,16
Research & Development,Laboratory Technician,25 - 34,31,Hyderabad,No,Travel_Rarely,Medical,4,Female,1,Very High,Full Time,Divorced,1129,1,Yes,Outstanding,Good,1,0,0,9,10
Sales,Sales Executive,25 - 34,39,Mumbai,No,Travel_Rarely,Marketing,2,Male,4,Low,Part Time,Single,13341,0,No,Excellent,Bad,20,8,11,11,16
Research & Development,Research Scientist,25 - 34,42,Hyderabad,No,Non-Travel,Life Sciences,4,Male,2,High,Full Time,Single,4332,1,No,Low,Bad,20,9,3,1,9
Research & Development,Research Director,25 - 34,31,Mumbai,No,Non-Travel,Medical,3,Female,3,Very High,Full Time,Married,11031,4,No,Outstanding,Bad,11,7,4,3,20
Research & Development,Manufacturing Director,25 - 34,54,Mumbai,No,Travel_Rarely,Medical,3,Female,2,Low,Part Time,Single,4440,6,Yes,Excellent,Bad,5,2,1,9,8
Research & Development,Healthcare Representative,45 - 54,24,Pune,No,Travel_Rarely,Life Sciences,2,Male,2,Low,Full Time,Single,4617,1,No,Excellent,Bad,4,3,1,11,7
Research & Development,Laboratory Technician,25 - 34,23,Banglore,No,Travel_Rarely,Other,4,Male,1,Medium,Part Time,Single,2647,1,No,Excellent,Good,5,2,1,1,15
Research & Development,Laboratory Technician,25 - 34,40,Mumbai,No,Travel_Frequently,Technical Degree,4,Female,2,Medium,Part Time,Married,6323,1,No,Excellent,Bad,10,9,9,10,9
Sales,Sales Executive,25 - 34,40,Pune,No,Travel_Rarely,Marketing,2,Female,2,Medium,Full Time,Married,5677,3,No,Low,Bad,11,8,5,2,16
Human Resources,Human Resources,25 - 34,25,Pune,No,Travel_Rarely,Human Resources,3,Female,1,High,Part Time,Married,2187,4,No,Outstanding,Best,2,0,1,3,7
Research & Development,Laboratory Technician,45 - 54,30,Banglore,No,Travel_Rarely,Medical,4,Male,1,Medium,Part Time,Married,3748,1,No,Excellent,Better,12,8,1,3,12
Research & Development,Laboratory Technician,45 - 54,25,Banglore,No,Travel_Rarely,Other,4,Male,1,Medium,Full Time,Divorced,3977,6,Yes,Low,Bad,2,2,0,3,11
Research & Development,Healthcare Representative,25 - 34,47,Pune,No,Travel_Rarely,Medical,1,Male,3,Low,Full Time,Single,8633,2,No,Excellent,Bad,17,14,12,1,17
Research & Development,Laboratory Technician,Under 25,33,Pune,No,Non-Travel,Medical,2,Male,1,High,Full Time,Divorced,2008,1,No,Excellent,Best,1,1,0,7,20
Sales,Sales Executive,25 - 34,38,Hyderabad,No,Travel_Rarely,Life Sciences,4,Male,2,Very High,Part Time,Married,4440,0,No,Low,Better,15,13,5,9,5
Sales,Sales Representative,25 - 34,31,Hyderabad,No,Travel_Rarely,Life Sciences,1,Male,1,Low,Part Time,Married,3067,0,No,Low,Bad,2,2,1,4,11
Research & Development,Manufacturing Director,Under 25,38,Banglore,No,Travel_Frequently,Life Sciences,1,Male,2,Medium,Part Time,Married,5321,2,No,Excellent,Good,8,3,7,9,11
Research & Development,Research Scientist,25 - 34,42,Banglore,No,Travel_Rarely,Life Sciences,4,Male,2,Medium,Part Time,Divorced,5410,6,Yes,Outstanding,Best,4,3,1,4,11
Research & Development,Research Scientist,Over 55,41,Banglore,No,Travel_Rarely,Life Sciences,4,Male,1,Medium,Part Time,Married,2782,3,No,Outstanding,Bad,5,3,1,7,8
